                                                  GEOID  votes_dem  ...  index_right  District
282                                            28049-46       1397  ...            2         3
285                                            28049-45        673  ...            2         3
291                                 28147-KIRKLIN NORTH        221  ...            2         3
295                                   28075-407 - SEVEN        553  ...            2         3
297                                        28077-HOOKER        127  ...            2         3
299                                           28077-OMA        239  ...            2         3
301                          28075-126 - ANDREWS CHAPEL        294  ...            2         3
303                                        28085-VAUGHN         90  ...            2         3
306                                   28029-CENTERPOINT        315  ...            2         3
309                                    28121-CREST PARK        343  ...            2         3
311                                        28023-ENERGY          8  ...            2         3
314                                       28085-BRIGNAL        484  ...            2         3
315                                       28077-WANILLA         13  ...            2         3
317                                  28073-ROCKY BRANCH        130  ...            2         3
318                        28099-PHILADELPHIA NORTHEAST        242  ...            2         3
321                           28123-BEAT 1/NORTH FOREST        530  ...            2         3
324                                 28127-MAGEE 4 SOUTH        187  ...            2         3
325                                    28069-COURTHOUSE        481  ...            2         3
332                       28121-HIGHLANDS/PATRICK FARMS        772  ...            2         3
333                                 28031-COLLINS SOUTH         44  ...            2         3
335                                 28103-PRAIRIE POINT        345  ...            2         3
336                                28147-TYLERTOWN WEST        217  ...            2         3
340                                     28031-ROCK HILL         17  ...            2         3
341                                       28101-HICKORY        330  ...            2         3
342                                  28085-LINCOLN EAST          7  ...            2         3
343                              28105-STARKVILLE SOUTH       1586  ...            2         3
345                                  28085-BOGUE CHITTO        152  ...            2         3
352                                        28105-OSBORN        571  ...            2         3
360                                    28073-GREENVILLE         34  ...            2         3
367                                  28085-OLD RED STAR         75  ...            2         3
370                                    28075-409 - NINE        637  ...            2         3
371                                28091-COLUMBIA SOUTH        103  ...            2         3
372                                   28129-SHADY GROVE         11  ...            2         3
374                                          28099-HOPE         53  ...            2         3
381               28089-COLONIAL HEIGHTS BAPTIST CHURCH        686  ...            2         3
382                            28121-CUNNINGHAM HEIGHTS        226  ...            2         3
383                                    28099-NORTH BEND         23  ...            2         3
387                                          28099-FORK         13  ...            2         3
389                                         28127-MERIT         54  ...            2         3
391                                            28049-80       1059  ...            2         3
393                  28113-(01) NEW HOPE BAPTIST CHURCH        604  ...            2         3
395                                            28049-83       1747  ...            2         3
400                                            28049-81       1373  ...            2         3
402                                       28105-SESSUMS        656  ...            2         3
407                               28123-BEAT 4/CONTRELL        165  ...            2         3
410                                   28091-COURT HOUSE        153  ...            2         3
411                                     28019-PANHANDLE         92  ...            2         3
413                                        28077-SONTAG        102  ...            2         3
415             28113-(18) JOHNSTON CHAPEL METH. CHURCH        138  ...            2         3
418                                      28101-PROSPECT         22  ...            2         3
419                                        28049-TINNIN        284  ...            2         3
429                    28089-CEDAR GROVE BAPTIST CHURCH         13  ...            2         3
436                                   28049-BROWNSVILLE        208  ...            2         3
438                                    28127-WEATHERSBY        564  ...            2         3
440                                    28023-SOUINLOVIE         27  ...            2         3
441                               28089-VERTICAL CHURCH        709  ...            2         3
442                                 28069-BAND BUILDING        257  ...            2         3
447                             28163-1-1 MECHANICSBURG         43  ...            2         3
449                                28105-DOUBLE SPRINGS         76  ...            2         3
450                                 28023-QUITMAN SOUTH        445  ...            2         3
455                                    28085-CASEYVILLE         91  ...            2         3
457                                          28099-HAYS         49  ...            2         3
461                                     28061-CLAIBORNE        291  ...            2         3
462                                     28085-ALEXANDER        454  ...            2         3
465                                     28065-CARSON 22         63  ...            2         3
480                                 28109-AMACKERTOWN 2         22  ...            2         3
484                        28113-(13) HOLMESVILLE COMM.        271  ...            2         3
487                     28105-NEEDMORE COMMUNITY CENTER        725  ...            2         3
492                    28089-TRACE RIDGE BAPTIST CHURCH        843  ...            2         3
494                                       28077-OAKVALE         15  ...            2         3
500                                        28101-CHUNKY         38  ...            2         3
503                                    28069-SCOOBA A-L        249  ...            2         3
508                                        28099-CENTER         35  ...            2         3
509                           28075-175 - WEST DALEWOOD         26  ...            2         3
511                            28099-PHILADELPHIA SOUTH         27  ...            2         3
512                                28075-262 - TOOMSUBA        178  ...            2         3
513                                    28023-ENTERPRISE        220  ...            2         3
514                              28121-STEEN CREEK EAST        409  ...            2         3
515                                        28077-CENTER          3  ...            2         3
516                                    28005-TANGIPAHOA         54  ...            2         3
530                                         28121-JOHNS        129  ...            2         3
531                                         28085-ZETUS         75  ...            2         3
532                                       28091-PITTMAN         30  ...            2         3
534                                       28121-LIBERTY        559  ...            2         3
535                             28123-BEAT 5/SEBASTOPOL         20  ...            2         3
538                                  28129-TAYLORSVILLE         87  ...            2         3
539                                         28067-ERATA        221  ...            2         3
541                              28105-BELL SCHOOLHOUSE        210  ...            2         3
543                                     28085-OLD BROOK        163  ...            2         3
544                                 28085-LITTLE BAHALA         73  ...            2         3
546                                  28065-GWINVILLE 51        155  ...            2         3
554                                       28077-NOLA 91         45  ...            2         3
556                                    28061-HEIDELBERG        840  ...            2         3
565                                     28023-HARMONY 2        106  ...            2         3
566                                28147-TYLERTOWN EAST         13  ...            2         3
568                                     28023-HARMONY 1         47  ...            2         3
569                                     28005-RICEVILLE        152  ...            2         3
573                                       28061-ANTIOCH         34  ...            2         3
574                                        28023-DESOTO        136  ...            2         3
585                                 28121-BRANDON SOUTH         88  ...            2         3
588                                      28087-NEW HOPE        813  ...            2         3
591                        28065-PRENTISS NORTH WEST 53        206  ...            2         3
595                                       28079-OFAHOMA        269  ...            2         3
596                               28085-HALBERT HEIGHTS        291  ...            2         3
598                                       28065-CLEM 41         79  ...            2         3
602                                 28103-EARL NASH GYM        783  ...            2         3
605                                 28023-QUITMAN NORTH         77  ...            2         3
607                                   28091-CEDAR GROVE        122  ...            2         3
608                                          28147-HOPE        207  ...            2         3
615                                   28099-PEARL RIVER        300  ...            2         3
616                                    28099-ZEPHYRHILL         74  ...            2         3
619               28113-(10) BRASWELL EDUCATION COMPLEX        520  ...            2         3
625                              28089-MAGNOLIA HEIGHTS        690  ...            2         3
627                            28067-SPRINGHILL/MAULDIN        198  ...            2         3
629                               28123-BEAT 2/HOMEWOOD         56  ...            2         3
630                                 28129-RALEIGH NORTH        251  ...            2         3
633                                  28031-WILLIAMSBURG         52  ...            2         3
636                                   28129-WARREN HILL        330  ...            2         3
640                                       28049-TERRY 1       1123  ...            2         3
642                   28089-GREATER MT LEVI FULL GOSPEL        464  ...            2         3
646                                28123-BEAT 3/PULASKI         43  ...            2         3
652                                         28091-UNION         12  ...            2         3
659                                  28075-343 - MARTIN         42  ...            2         3
662                       28099-TUCKER - DISTRICT THREE         50  ...            2         3
664                                   28031-GILMER/YAWN        494  ...            2         3
674                                    28069-SCOOBA M-Z        205  ...            2         3
677                              28121-CASTLEWOODS EAST        741  ...            2         3
678                              28123-BEAT 2/HIGH HILL        174  ...            2         3
684                                        28077-TILTON         40  ...            2         3
690                        28147-TYLERTOWN 3RD DISTRICT        141  ...            2         3
691                             28163-1-3 BENTONIA WEST        279  ...            2         3
698                  28113-(02) S MCCOMB BAPTIST CHURCH        223  ...            2         3
700                                     28085-ARLINGTON        132  ...            2         3
701                                      28023-HOPEWELL         76  ...            2         3
704                                       28079-HARMONY        198  ...            2         3
705                  28113-(19) PISGAH METHODIST CHURCH        219  ...            2         3
706                               28065-SONS ACADEMY 25        235  ...            2         3
707                                       28069-PRESTON        224  ...            2         3
709                                       28087-ARTESIA        277  ...            2         3
711              28089-CANTON ST. PAUL METHODIST CHURCH        157  ...            2         3
713                                        28037-LUCIEN         23  ...            2         3
714                                      28061-VOSSBURG        195  ...            2         3
715                                      28091-FOXWORTH        283  ...            2         3
718                                    28099-FORESTDALE         56  ...            2         3
719                                         28079-SALEM         54  ...            2         3
722                        28089-VICTORY BAPTIST CHURCH        291  ...            2         3
735                                         28023-SNELL          3  ...            2         3
736             28113-(17) SMCC WORK FORCE TRAINING CTR        258  ...            2         3
737                                     28101-DECATUR 1        208  ...            2         3
738                                   28023-STONEWALL 1        244  ...            2         3
741                                    28007-PROVIDENCE         31  ...            2         3
744                                     28101-DECATUR 2         90  ...            2         3
746                                   28023-STONEWALL 3         84  ...            2         3
750                                     28127-OAK GROVE        270  ...            2         3
751                                      28127-NEW HOPE        111  ...            2         3
754                                         28147-DINAN        545  ...            2         3
761                                   28075-303 - THREE        783  ...            2         3
764                           28123-BEAT 2/SOUTH FOREST        509  ...            2         3
770                                          28091-GOSS         57  ...            2         3
774                                    28121-BRIAR HILL        218  ...            2         3
779                                 28123-BEAT 5/STEELE          2  ...            2         3
781                            28089-FAIRVIEW MB CHURCH       1291  ...            2         3
782                                        28147-VARNEL        122  ...            2         3
783                                   28101-LITTLE ROCK         39  ...            2         3
791                                      28061-PAULDING        549  ...            2         3
792                                          28079-LENA        200  ...            2         3
798                                       28067-SHELTON        169  ...            2         3
799                                28121-MCLAURIN SOUTH        207  ...            2         3
800                                     28023-LANGSDALE         35  ...            2         3
801                                         28099-FUSKY          7  ...            2         3
807                        28113-(11) LEGGETT COMMUNITY        233  ...            2         3
808                               28121-CROSSGATES WEST        342  ...            2         3
813                                 28127-MAGEE 4 NORTH         82  ...            2         3
815                                    28091-SANDY HOOK        119  ...            2         3
816                                     28031-DRY CREEK        284  ...            2         3
817                               28089-MARK APARTMENTS       1565  ...            2         3
821                                  28099-BOGUE CHITTO         53  ...            2         3
824                                       28023-PACHUTA        197  ...            2         3
826                                 28075-254 - RUSSELL        291  ...            2         3
828                                28129-UNION-NEW HOME        125  ...            2         3
839                                     28037-EDDICETON         31  ...            2         3
846                                  28085-LINCOLN WEST         53  ...            2         3
847                                  28065-BASSFIELD 31        705  ...            2         3
849                                   28147-NORTH KNOXO        536  ...            2         3
850                 28089-GLUCKSTADT AT ST JOE CATHOLIC       1018  ...            2         3
851                          28029-CRYSTAL SPRINGS EAST        673  ...            2         3
854                                       28127-SUMRALL         89  ...            2         3
856                                          28121-STAR        146  ...            2         3
858               28113-(06) LIFEPOINTE NAZARENE CHURCH        277  ...            2         3
863                                      28153-HIWANNEE        203  ...            2         3
864                                   28103-BROOKSVILLE        757  ...            2         3
866                            28065-WILLIAMSON MILL 44        111  ...            2         3
867                                    28087-PLUM GROVE        285  ...            2         3
868                                     28127-DRY CREEK         53  ...            2         3
870              28113-(05) NORTH MCCOMB BAPTIST CHURCH        204  ...            2         3
874                                      28087-CRAWFORD        648  ...            2         3
875                                    28077-NEW HEBRON         82  ...            2         3
880                                  28065-BASSFIELD 26        163  ...            2         3
881                                   28127-FORK CHURCH        237  ...            2         3
883                                         28155-MABEN        115  ...            2         3
891                    28089-PARKWAY PENTECOSTAL CHURCH       1017  ...            2         3
892                                         28007-ETHEL        100  ...            2         3
895                   28089-VICTORY CHRISTIAN COMMUNITY        444  ...            2         3
898                                       28031-SANFORD         72  ...            2         3
900                                        28037-MCCALL         57  ...            2         3
901                                        28077-JAYESS         35  ...            2         3
902                                    28075-567 - ZERO        126  ...            2         3
903                                  28159-COUNTY AGENT        726  ...            2         3
906                                      28101-NEWTON 1        696  ...            2         3
907                                  28103-CLIFTONVILLE        413  ...            2         3
910                                     28075-202 - TWO         89  ...            2         3
913                                          28067-SOSO        358  ...            2         3
915                                      28077-STRINGER        192  ...            2         3
916                                 28121-BRANDON NORTH        729  ...            2         3
919                             28101-DECATUR 3/SCANLAN        128  ...            2         3
921                                    28121-SPRINGHILL        159  ...            2         3
922                       28123-BEAT 5/NORTHEAST FOREST         74  ...            2         3
923                             28065-PRENTISS SOUTH 13        268  ...            2         3
924                             28065-PRENTISS SOUTH 12        247  ...            2         3
927                                   28085-BIG SPRINGS         42  ...            2         3
931                                     28101-CONEHATTA        147  ...            2         3
936                                       28049-CYNTHIA        360  ...            2         3
943                 28089-RIDGEL D 1ST METHODIST CHURCH        751  ...            2         3
948                                       28127-SHIVERS        165  ...            2         3
949                          28089-MT. HOPE M.B. CHURCH         60  ...            2         3
950                                        28025-TIBBEE        192  ...            2         3
951                                      28091-POPETOWN        487  ...            2         3
952                                    28121-NORTHSHORE        471  ...            2         3
953                                         28127-PEARL         88  ...            2         3
954                                            28049-33        290  ...            2         3
956                                            28049-32        266  ...            2         3
959                                  28067-LAUREL NORTH        905  ...            2         3
962                                            28049-37        487  ...            2         3
964                                            28049-36        621  ...            2         3
965                                            28049-35        390  ...            2         3
967                                            28049-34        458  ...            2         3
971                                            28049-39        644  ...            2         3
976                                   28159-NANIH WAIYA        184  ...            2         3
978                               28121-FLOWOOD LIBRARY        655  ...            2         3
980                                  28029-MARTINSVILLE        228  ...            2         3
982                         28031-SEMINARY/WEST COLLINS        202  ...            2         3
985                                28105-LONGVIEW SOUTH         50  ...            2         3
986                                   28069-PORTERVILLE        408  ...            2         3
991                                     28079-GOOD HOPE        114  ...            2         3
993                   28089-RIDGELAND RECREATION CENTER        803  ...            2         3
1004                                    28067-BLACKWELL         10  ...            2         3
1005                               28121-RESERVOIR WEST        339  ...            2         3
1006                                           28049-09        542  ...            2         3
1007                              28113-(04) MLK CENTER        614  ...            2         3
1009                                       28127-PINOLA         96  ...            2         3
1011                                      28073-SUMRALL        316  ...            2         3
1012                                      28005-TICKFAW        115  ...            2         3
1013                               28123-BEAT 4/CLIFTON         13  ...            2         3
1017                              28065-GREENS CREEK 23         89  ...            2         3
1018                                           28049-11        300  ...            2         3
1019                                           28049-10        216  ...            2         3
1025                                           28049-14        380  ...            2         3
1026                                           28049-13        770  ...            2         3
1030                                           28049-18        316  ...            2         3
1032                                           28049-16       1034  ...            2         3
1033                               28075-214 - FOURTEEN        710  ...            2         3
1034                        28089-CANTON FIRE STATION 4        269  ...            2         3
1035                                      28023-MANASSA          5  ...            2         3
1036                                28123-BEAT 4/BRANCH         84  ...            2         3
1037                                      28127-MAGEE 2        239  ...            2         3
1038                                      28127-MAGEE 1        450  ...            2         3
1039                                       28067-RAINEY         50  ...            2         3
1042                             28029-GEORGETOWN NORTH        161  ...            2         3
1043                                     28121-LEESBURG         36  ...            2         3
1044                             28129-LORENA - SPINOLA         60  ...            2         3
1046                           28019-ACKERMAN SOUTHWEST        249  ...            2         3
1052                                           28049-04        335  ...            2         3
1053                                      28101-UNION 3         63  ...            2         3
1055                                      28101-UNION 2         64  ...            2         3
1057                                           28049-02        150  ...            2         3
1058                                      28101-UNION 1        192  ...            2         3
1059                                           28049-01        555  ...            2         3
1060                                           28049-08        388  ...            2         3
1061                                           28049-06        371  ...            2         3
1062                            28077-MONTICELLO-BEAT 5         91  ...            2         3
1070                                    28085-NEW SIGHT        301  ...            2         3
1071                                    28023-BEAVERDAM        143  ...            2         3
1086                                     28101-NEWTON 5        230  ...            2         3
1088                                     28101-NEWTON 4        431  ...            2         3
1100                                 28123-BEAT 5/SALEM        221  ...            2         3
1104               28089-HIGHLAND COLONY BAPTIST CHURCH       1260  ...            2         3
1105                                   28091-MORGANTOWN         18  ...            2         3
1116                             28029-STRONGHOPE UNION         30  ...            2         3
1120                                   28121-PEARL WEST        453  ...            2         3
1123                                 28063-UNION CHURCH        155  ...            2         3
1126                              28075-530 - CLARKDALE         98  ...            2         3
1130                                       28101-DUFFEE         54  ...            2         3
1132                                         28007-ZAMA         84  ...            2         3
1133                                   28085-PEARLHAVEN        365  ...            2         3
1135                             28025-WEST POINT SOUTH        747  ...            2         3
1143                                     28031-MT OLIVE        566  ...            2         3
1144                                     28121-ELDORADO        476  ...            2         3
1145                                28085-JOHNSON GROVE         93  ...            2         3
1146                      28089-MADISON CULTURAL CENTER        796  ...            2         3
1147                                   28129-AG-COMPLEX         63  ...            2         3
1148                            28163-1-2 BENTONIA EAST        113  ...            2         3
1151                                     28099-MCDONALD         32  ...            2         3
1160                                       28159-SHILOH         90  ...            2         3
1162                                   28159-FAIRGROUND        627  ...            2         3
1164                            28121-BRANDON CITY HALL       1306  ...            2         3
1165                                     28085-NORFIELD         53  ...            2         3
1169                       28065-PRENTISS NORTH EAST 43        422  ...            2         3
1172                             28091-JEFFERSON SCHOOL        152  ...            2         3
1179                                 28077-SILVER CREEK        238  ...            2         3
1180                                 28075-544 - MEEHAN         82  ...            2         3
1181                                         28147-MESA         10  ...            2         3
1188                      28067-PARKVIEW BAPTIST CHURCH        401  ...            2         3
1189                                   28089-SUNNYBROOK        175  ...            2         3
1190                                    28075-101 - ONE        670  ...            2         3
1196                                       28147-DARBUN         17  ...            2         3
1198                                 28065-RED HOUSE 55        250  ...            2         3
1199                                       28061-MIDWAY        164  ...            2         3
1201                               28159-LOVORN TRACTOR        182  ...            2         3
1202                                     28031-RICHMOND         51  ...            2         3
1203                                          28077-ARM        257  ...            2         3
1204                                       28077-ARMORY         28  ...            2         3
1208                      28089-LAKE CAROLINE CLUBHOUSE        482  ...            2         3
1210                                   28159-MILL CREEK        396  ...            2         3
1218                               28121-MOUNTAIN CREEK         90  ...            2         3
1220                               28077-COURTHOUSE A-Z        203  ...            2         3
1221                                       28067-GITANO         60  ...            2         3
1225                                     28099-BURNSIDE        239  ...            2         3
1227                               28121-RICHLAND NORTH        312  ...            2         3
1228                                       28025-SILOAM        310  ...            2         3
1229                               28075-564 - VIMVILLE        355  ...            2         3
1235                             28121-CASTLEWOODS WEST        807  ...            2         3
1236                                    28005-SMITHDALE        131  ...            2         3
1238                                    28103-SHUQUALAK        524  ...            2         3
1242                                    28075-410 - TEN        215  ...            2         3
1249                 28113-(08) FERNWOOD BAPTIST CHURCH        499  ...            2         3
1250                                28123-BEAT 4/LUDLOW        143  ...            2         3
1251                                     28031-MITCHELL          7  ...            2         3
1253                                     28061-MONTROSE        144  ...            2         3
1255                                   28023-CARMICHAEL         70  ...            2         3
1261                                  28091-LITTLE ROCK        199  ...            2         3
1262                                 28079-WALNUT GROVE        558  ...            2         3
1265                                       28085-LIPSEY        281  ...            2         3
1271                                     28061-STRINGER         83  ...            2         3
1276             28113-(07) ST MARY FREE WILL BAPT. CH.        375  ...            2         3
1280                                  28025-CEDAR BLUFF         17  ...            2         3
1283                                    28121-DRY CREEK        524  ...            2         3
1285                                       28091-MORRIS        431  ...            2         3
1291                            28153-CHAPPARAL/DIAMOND        249  ...            2         3
1292                                     28099-FAIRVIEW         62  ...            2         3
1297                                   28129-SUMMERLAND        412  ...            2         3
1298                            28121-BRANDON NORTHEAST        550  ...            2         3
1300                         28113-(25) OSYKA CITY HALL        124  ...            2         3
1305                                         28147-ENON         37  ...            2         3
1307                                28035-RAWLS SPRINGS        447  ...            2         3
1320                          28077-COOPERS CREEK (A-Z)         35  ...            2         3
1321                      28113-(09) MAGNOLIA COMM CTR.        559  ...            2         3
1322                           28123-BEAT 1/HARPERVILLE        393  ...            2         3
1329                           28089-CHINA GROVE CHURCH        416  ...            2         3
1334                                    28085-CITY HALL        109  ...            2         3
1336                                        28105-MABEN        119  ...            2         3
1339                                   28127-BRIDGEPORT        215  ...            2         3
1341                                 28129-WEST RALEIGH         17  ...            2         3
1343                                   28085-MONTGOMERY        142  ...            2         3
1347                                 28105-ADATON SOUTH        160  ...            2         3
1348  28113-(03) FIRST BAPT. CHURCH SUMMIT CHRISTIAN...        304  ...            2         3
1350                                       28077-GRANGE         42  ...            2         3
1352                                      28069-LYNWOOD        102  ...            2         3
1354                  28113-(14) CALVARY BAPTIST CHURCH        206  ...            2         3
1356                              28075-517 - SEVENTEEN        206  ...            2         3
1363                            28075-528 - CAUSEYVILLE         29  ...            2         3
1365                   28089-FIRST PRESBYTERIAN MADISON        493  ...            2         3
1368                                   28121-GREENFIELD        919  ...            2         3
1371                        28075-237 - EAST LAUDERDALE        418  ...            2         3
1374                   28147-TYLERTOWN 4TH DISTRCT WEST         87  ...            2         3
1379                                    28075-206 - SIX       1114  ...            2         3
1390                                        28023-UNION         32  ...            2         3
1392                 28089-CANTON NATIONAL GUARD ARMORY        150  ...            2         3
1393                                    28049-OLD BYRAM        888  ...            2         3
1398                                       28077-TOPEKA         13  ...            2         3
1400                                     28023-OAKGROVE        236  ...            2         3
1407                                 28075-127 - BAILEY        351  ...            2         3
1408                              28121-BRANDON CENTRAL        325  ...            2         3
1412                                 28061-PHILADELPHIA        253  ...            2         3
1416                                         28077-NOLA          2  ...            2         3
1420                                   28061-FELLOWSHIP          9  ...            2         3
1421                                       28091-DARBUN         45  ...            2         3
1427                                        28099-DIXON        174  ...            2         3
1430                             28153-MATHERVILLE/COYT         30  ...            2         3
1432                         28031-LONE STAR/BLACK JACK         68  ...            2         3
1433                                 28147-SARTINSVILLE         71  ...            2         3
1435                              28075-583 - MT GILEAD        189  ...            2         3
1436               28123-BEAT 3/COOPERVILLE/SPRINGFIELD         45  ...            2         3
1437                      28123-BEAT 3/NORTHWEST FOREST         23  ...            2         3
1445                                   28035-EATONVILLE        197  ...            2         3
1448                                   28121-CROSSROADS         63  ...            2         3
1449                   28113-(24) ST. MARY OF THE PINES        331  ...            2         3
1451                                    28129-SYLVARENA         17  ...            2         3
1453                               28121-RICHLAND SOUTH        523  ...            2         3
1455                 28069-LITTLE ROCK COMMUNITY CENTER        306  ...            2         3
1456                               28069-FARMERS MARKET         64  ...            2         3
1457                                      28031-STRAHAN         31  ...            2         3
1460                                    28085-FORRESTRY        208  ...            2         3
1463                                       28121-FANNIN        360  ...            2         3
1465                                   28029-BEAUREGARD        145  ...            2         3
1467                 28113-(15) FRIENDSHIP BAPT. CHURCH        158  ...            2         3
1468                                    28159-MARS HILL        250  ...            2         3
1472                      28113-(20) PIKE CO. NAT. BANK        324  ...            2         3
1474                                        28025-PHEBA        235  ...            2         3
1478                                    28129-POLKVILLE         30  ...            2         3
1483                                         28085-RUTH         25  ...            2         3
1484                                 28065-MT CARMEL 42        186  ...            2         3
1487                                      28023-SPRINGS         75  ...            2         3
1488                                     28069-LYNVILLE        120  ...            2         3
1495                                    28085-LOYD STAR        182  ...            2         3
1496                                  28077-PEYTON TOWN        135  ...            2         3
1497                                    28061-ROSE HILL        154  ...            2         3
1503                                        28061-LOUIN        309  ...            2         3
1504                       28099-PHILADELPHIA SOUTHEAST        251  ...            2         3
1505                                    28129-WHITE OAK         15  ...            2         3
1512                              28077-WEST DISTRICT 1         10  ...            2         3
1514                                   28091-BALLS MILL        127  ...            2         3
1517                               28091-NATIONAL GUARD        157  ...            2         3
1519                                    28091-PINE BURR        112  ...            2         3
1523                             28029-GEORGETOWN SOUTH        141  ...            2         3
1524                           28075-331 - COLLINSVILLE        298  ...            2         3
1526                                   28075-549 - ODOM        173  ...            2         3
1531                              28105-STARKVILLE EAST        223  ...            2         3
1533                                28091-COLUMBIA EAST        674  ...            2         3
1535                                 28121-GRANTS FERRY        856  ...            2         3
1537                         28085-GOVERNMENTAL COMPLEX        440  ...            2         3
1539                                      28147-ST PAUL        152  ...            2         3
1540                                      28099-HERBERT         22  ...            2         3
1541                28113-(23) WEST MCCOMB BAPT. CHURCH        267  ...            2         3
1542                                   28075-105 - FIVE        586  ...            2         3
1543                                     28067-MATTHEWS         37  ...            2         3
1547                                       28121-SHILOH         89  ...            2         3
1548                                  28123-BEAT 2/LAKE        122  ...            2         3
1549                                         28121-CATO        214  ...            2         3
1550                                 28121-CLEAR BRANCH        149  ...            2         3
1551                               28069-KEMPER SPRINGS        113  ...            2         3
1559                                 28087-WEST LOWNDES        279  ...            2         3
1561                                28031-STATION CREEK        297  ...            2         3
1564                    28089-TWIN LAKES BAPTIST CHURCH        540  ...            2         3
1571                               28085-HEUCKS RETREAT        109  ...            2         3
1575                                  28067-SHADY GROVE        609  ...            2         3
1579                                      28085-JOHNSON         81  ...            2         3
1586                                       28073-MIDWAY        198  ...            2         3
1587                                 28067-SANDERSVILLE        119  ...            2         3
1591                                          28091-HUB        215  ...            2         3
1592                                      28153-EUCUTTA         53  ...            2         3
1595        28089-FEARNS CHAPEL FREEWILL BAPTIST CHURCH        405  ...            2         3
1596                                     28089-NORTHBAY        223  ...            2         3
1605                                      28127-JUPITER        395  ...            2         3
1611                                       28121-CLEARY        176  ...            2         3
1613                              28075-361 - SUQUALENA        350  ...            2         3
1614                              28159-AMERICAN LEGION        686  ...            2         3
1615                               28121-ANTIOCH-MAYTON         67  ...            2         3
1616                                   28085-FAIR RIVER         14  ...            2         3
1618                                      28067-CALHOUN        102  ...            2         3
1621                                 28099-NESHOBA EAST        206  ...            2         3
1624                                 28075-565 - WHYNOT         86  ...            2         3
1625                                   28077-WANILLA 91         44  ...            2         3
1628                             28123-BEAT 4/FORKVILLE         13  ...            2         3
1631                                         28129-MIZE         37  ...            2         3
1633                 28089-PLEASANT GIFT BAPTIST CHURCH        409  ...            2         3
1635                                 28127-MENDENHALL 1        172  ...            2         3
1636                                 28159-WINSTON EAST        156  ...            2         3
1639                                         28061-MOSS        150  ...            2         3
1640                                      28023-SHUBUTA        420  ...            2         3
1641                                 28105-NORTH ADATON        293  ...            2         3
1642                                 28127-MENDENHALL 3        168  ...            2         3
1644                      28089-FELLOWSHIP BIBLE CHURCH        586  ...            2         3
1646                                  28123-BEAT 2/USRY         31  ...            2         3
1649                            28075-329 - CENTER HILL        171  ...            2         3
